video_id,channel_id,channel_name,title,description,published_at,view_count,like_count,comment_count,has_transcript,transcript_word_count,title_clean,description_clean,pub_date,pub_date_norm,asx_return_T0,asx_return_T1,asx_return_T3,asx_close_T0
FU4yRw5zEhk,UC_EUMYOQE5X76O0WghEMh4Q,ASX,ASX CEO Connect April 2024 | Market update,ASX CEO Connect has a proud tradition of bringing listed companies and investors together. Hear from leading ASX-listed ...,2024-04-24 06:14:42+00:00,152,2,0,False,0,ASX CEO Connect April 2024 | Market update,ASX CEO Connect has a proud tradition of bringing listed companies and investors together. Hear from leading ASX-listed .,2024-04-24,2024-04-24,-6.507451031434464e-05,-0.013939879950052081,0.003495979738380006,7683.0
MsMGaoWyR-A,UC_EUMYOQE5X76O0WghEMh4Q,ASX,ASX Small and Mid-Cap Conference March 2024 | VEEM Ltd (ASX:VEE),The ASX Small and Mid-Cap Conference provides investors with a unique opportunity to hear from emerging leaders across a ...,2024-04-04 02:24:43+00:00,123,6,0,False,0,ASX Small and Mid-Cap Conference March 2024 | VEEM Ltd (ASX:VEE),The ASX Small and Mid-Cap Conference provides investors with a unique opportunity to hear from emerging leaders across a .,2024-04-04,2024-04-04,0.0044715457356248045,-0.0056285419645305534,0.004506309742612125,7817.2998046875
-pMfbFjBphQ,UCm_isSfqUuiOplLTCJHgYfQ,Kapitales Research Australia,Market Commentary 02 December 2024 #stocks #informedinvesting #informedinvestor #trading #investing,"ASX Market Commentary: DE Grey Mining Leads the Surge! The S&P/ASX 200 closed in the green, with notable gains led by ...",2024-12-02 10:08:03+00:00,18,1,0,False,0,Market Commentary 02 December 2024 #stocks #informedinvesting #informedinvestor #trading #investing,"ASX Market Commentary: DE Grey Mining Leads the Surge! The S&P/ASX 200 closed in the green, with notable gains led by .",2024-12-02,2024-12-02,0.0013869034685782822,0.005599001231121337,0.0014535464062808146,8447.900390625
LSe6BkpN7Bw,UCdLzNzag8APY4tx6GHYN2Lg,Livewire Markets,Buy Hold Sell: Can the small-cap rally last? (plus ASX 4 stocks to watch),"If you've been following the story of small caps for a while, you would know that as early as 2024, some investors were talking ...",2025-11-09 22:09:58+00:00,4321,89,3,False,0,Buy Hold Sell: Can the small-cap rally last? (plus ASX 4 stocks to watch),"If you've been following the story of small caps for a while, you would know that as early as 2024, some investors were talking .",2025-11-09,2025-11-09,,0.00697859606936313,-0.00218848427393048,
9WqrSWCbPXM,UC2fi_JIS8ynv0NCH5P-A_EQ,Solve Accounting,Mitch&#39;s top pick for high risk stock 2024 | ASX: PDN,What are your thoughts on this share on the ASX?,2024-02-26 05:30:03+00:00,582,2,0,False,0,Mitch&#39;s top pick for high risk stock 2024 | ASX: PDN,What are your thoughts on this share on the ASX?,2024-02-26,2024-02-26,0.0012035829862515612,0.0013328710501812058,0.004999777225342061,7652.7998046875
Luj4IOZ0kn0,UC5f8fQrkPzswdEwp55__peQ,Equity Mates,Is Nextdc (ASX: NXT) an Investing Buy or Sell?,Adam Keily and Lucas Goode of Investor Mutual discuss their thoughts on Nextdc (ASX: NXT).,2024-06-11 04:13:02+00:00,2052,16,0,False,0,Is Nextdc (ASX: NXT) an Investing Buy or Sell?,Adam Keily and Lucas Goode of Investor Mutual discuss their thoughts on Nextdc (ASX: NXT).,2024-06-11,2024-06-11,-0.013307900465171718,-0.005144789804029548,-0.003277596550169015,7755.39990234375
ePEp1icFVAQ,UCm_isSfqUuiOplLTCJHgYfQ,Kapitales Research Australia,Market Commentary 12 Dec 2024 #stocks #informedinvesting #investing #asx,"ASX Market Commentary: A-REITs Weigh on the Market The S&P/ASX 200 closed down by 0.28%, with the A-REIT sector ...",2024-12-12 07:57:59+00:00,30,3,0,False,0,Market Commentary 12 Dec 2024 #stocks #informedinvesting #investing #asx,"ASX Market Commentary: A-REITs Weigh on the Market The S&P/ASX 200 closed down by 0.28%, with the A-REIT sector .",2024-12-12,2024-12-12,-0.002789193374955534,-0.004117475420056249,0.007818655676101516,8330.2998046875
ZDk1yP_-5Ps,UC_EUMYOQE5X76O0WghEMh4Q,ASX,ASX CEO Connect March 2024 | Market update,ASX CEO Connect has a proud tradition of bringing listed companies and investors together. Hear from leading ASX-listed ...,2024-03-07 03:07:49+00:00,265,2,0,False,0,ASX CEO Connect March 2024 | Market update,ASX CEO Connect has a proud tradition of bringing listed companies and investors together. Hear from leading ASX-listed .,2024-03-07,2024-03-07,0.0039051135077907695,0.010729394823591143,0.0010773090622113735,7763.7001953125
xE-R2Mi2m8U,UChF5O40UBqAc82I7-i5ig6A,Bloomberg Podcasts,The ASX’s Biggest Winners and Losers of 2024 | The Bloomberg Australia Podcast,"Aussie stocks have rallied this year, buoyed by unwavering gains in banks and a global AI-fueled tech surge. In this week's ...",2024-12-19 21:30:17+00:00,259,3,0,False,0,The ASXs Biggest Winners and Losers of 2024 | The Bloomberg Australia Podcast,"Aussie stocks have rallied this year, buoyed by unwavering gains in banks and a global AI-fueled tech surge. In this week's .",2024-12-19,2024-12-19,-0.016992826037340536,-0.012389534155954673,0.0023532947436177842,8168.2001953125
CrzjK8MQksg,UC_EUMYOQE5X76O0WghEMh4Q,ASX,Buy Hold Sell | ASX Investor Day November 2024,"How do you determine when to buy, hold or sell a stock? There isn't always a single 'right' answer. This presentation is your ...",2024-12-05 05:40:49+00:00,532,1,0,False,0,Buy Hold Sell | ASX Investor Day November 2024,"How do you determine when to buy, hold or sell a stock? There isn't always a single 'right' answer. This presentation is your .",2024-12-05,2024-12-05,0.0014535464062808146,-0.006371756305211029,-0.0035616763623411707,8474.900390625
zyP3z4EGnxQ,UC2fi_JIS8ynv0NCH5P-A_EQ,Solve Accounting,Mitch&#39;s top pick for high risk stock 2024 | ASX: IMU,What do you think about this stock pick?,2024-02-21 05:30:23+00:00,328,3,0,False,0,Mitch&#39;s top pick for high risk stock 2024 | ASX: IMU,What do you think about this stock pick?,2024-02-21,2024-02-21,-0.007990624795991663,0.0017637198885831484,0.0012035829862515612,7597.7998046875
wXzeOu5D-GU,UC_EUMYOQE5X76O0WghEMh4Q,ASX,ASX IPO Highlights of 2024,Around 2000 companies from more than 70 industries and 40 countries call ASX home. Companies choosing ASX as their listing ...,2024-10-10 05:35:02+00:00,223,3,0,False,0,ASX IPO Highlights of 2024,Around 2000 companies from more than 70 industries and 40 countries call ASX home. Companies choosing ASX as their listing .,2024-10-10,2024-10-10,0.004348156689654159,-0.0010336860026753936,0.00794888855782494,8223.0
PjMJOwi-6fo,UCvOPFdkhCBIK2Y5QbDtOZXA,Rask,"4 ASX stocks to watch in 2026: REA, WTC, NXG &amp; S32 [Part 1/3]","In this Australian Investors Podcast episode, your host Owen Rask speaks with Luke Laretive and Ben Richards of Seneca ...",2025-12-21 20:00:20+00:00,12284,116,26,False,0,"4 ASX stocks to watch in 2026: REA, WTC, NXG &amp; S32 [Part 1/3]","In this Australian Investors Podcast episode, your host Owen Rask speaks with Luke Laretive and Ben Richards of Seneca .",2025-12-21,2025-12-21,,0.009105249314874886,-0.0037518331988608544,
7jjXHKrQKoY,UC9HnXavh2BIj5VQctuhArjQ,Veye Australia,ASX Copper Stocks Exploding in 2025    #veye #copper #stockmarket #australianstockmarket,"About Veye | Daily Stock Market Analysis & Premium Reports Welcome to Veye, Australia's trusted source for independent equity ...",2025-09-30 06:43:07+00:00,285,9,0,False,0,ASX Copper Stocks Exploding in 2025 #veye #copper #stockmarket #australianstockmarket,"About Veye | Daily Stock Market Analysis & Premium Reports Welcome to Veye, Australia's trusted source for independent equity .",2025-09-30,2025-09-30,-0.0015796362671528508,-0.0003502858515748164,0.004638996432767106,8848.7998046875
U6xwML0k1hs,UCdLzNzag8APY4tx6GHYN2Lg,Livewire Markets,Buy Hold Sell: 5 Dogs of the ASX and their prospects for 2026,"Well, here we are again, staring down the barrel of the year-end. It's a time for some fun and frivolity, but amongst the cheer, ...",2025-12-04 19:00:36+00:00,10016,204,19,False,0,Buy Hold Sell: 5 Dogs of the ASX and their prospects for 2026,"Well, here we are again, staring down the barrel of the year-end. It's a time for some fun and frivolity, but amongst the cheer, .",2025-12-04,2025-12-04,0.002699203600301514,0.001879608513851494,-0.004464078458352949,8618.400390625
y10ON9v6J6Q,UC9HnXavh2BIj5VQctuhArjQ,Veye Australia,Top 3 ASX Stocks to Buy Now September 2025,"About Veye | Daily Stock Market Analysis & Premium Reports Welcome to Veye, Australia's trusted source for independent equity ...",2025-09-08 08:50:36+00:00,836,8,0,False,0,Top 3 ASX Stocks to Buy Now September 2025,"About Veye | Daily Stock Market Analysis & Premium Reports Welcome to Veye, Australia's trusted source for independent equity .",2025-09-08,2025-09-08,-0.002434911338029977,-0.005209231085004484,-0.0028764709980724223,8849.599609375
qDoT5-KZjvA,UC5f8fQrkPzswdEwp55__peQ,Equity Mates,What ETF&#39;s Are You Investing In For 2025?,We also go through our stock watchlist on the full episode.,2025-02-03 07:00:35+00:00,15449,313,2,False,0,What ETF&#39;s Are You Investing In For 2025?,We also go through our stock watchlist on the full episode.,2025-02-03,2025-02-03,-0.01792007050414468,-0.0006444841364833254,0.012332307603772463,8379.400390625
HWJxaYDsLrc,UCm_isSfqUuiOplLTCJHgYfQ,Kapitales Research Australia,"Australian Stock Market Closes Higher on July 18, 2025 #asx200 #asx #stocks #investmentideas #tips",,2025-07-18 08:48:36+00:00,164,2,0,False,0,"Australian Stock Market Closes Higher on July 18, 2025 #asx200 #asx #stocks #investmentideas #tips",nan,2025-07-18,2025-07-18,0.013682161744704269,-0.010163065593457477,0.006914672780329756,8757.2001953125
_vSFtoYcg64,UC9HnXavh2BIj5VQctuhArjQ,Veye Australia,Best Real Estate Stocks on ASX to Buy Now      #veye #realestateinvesting #asxstocks,"About Veye | Daily Stock Market Analysis & Premium Reports Welcome to Veye, Australia's trusted source for independent equity ...",2025-08-08 07:45:14+00:00,322,1,0,False,0,Best Real Estate Stocks on ASX to Buy Now #veye #realestateinvesting #asxstocks,"About Veye | Daily Stock Market Analysis & Premium Reports Welcome to Veye, Australia's trusted source for independent equity .",2025-08-08,2025-08-08,-0.0027516339623551156,0.004280659579729118,-0.006046774670470101,8807.099609375
b93sHubqUqY,UCm_isSfqUuiOplLTCJHgYfQ,Kapitales Research Australia,"ASX Market Update: S&amp;P/ASX 200 Closes Lower on September 11, 2025 #asx200 #stocks #investing #asx",,2025-09-11 08:55:03+00:00,144,2,0,False,0,"ASX Market Update: S&amp;P/ASX 200 Closes Lower on September 11, 2025 #asx200 #stocks #investing #asx",nan,2025-09-11,2025-09-11,-0.0028764709980724223,0.006802997231686536,0.0027900367460182984,8805.0
9nf8TRtnCt4,UC9HnXavh2BIj5VQctuhArjQ,Veye Australia,Best ASX Stocks Under $1 You Need to Watch Now     #veye #australianstockmarket #longtermstocks,"About Veye | Daily Stock Market Analysis & Premium Reports Welcome to Veye, Australia's trusted source for independent equity ...",2025-10-21 02:16:08+00:00,578,10,0,False,0,Best ASX Stocks Under $1 You Need to Watch Now #veye #australianstockmarket #longtermstocks,"About Veye | Daily Stock Market Analysis & Premium Reports Welcome to Veye, Australia's trusted source for independent equity .",2025-10-21,2025-10-21,0.006953110859447165,-0.0071140547706946,-0.0015277438873757543,9094.7001953125
BOvmCX3GO7U,UCm_isSfqUuiOplLTCJHgYfQ,Kapitales Research Australia,"Australian Stock Market Closes Higher on May 9, 2025 #asx200 #financialmarket #asx #stocks #stocks",,2025-05-09 08:00:57+00:00,176,0,0,False,0,"Australian Stock Market Closes Higher on May 9, 2025 #asx200 #financialmarket #asx #stocks #stocks",nan,2025-05-09,2025-05-09,0.004821953814008406,0.0002794008932998082,0.0012818489992743043,8231.2001953125
9pBN3I-S6Lg,UC0D00xHLeJ5X7Cb3G7nfL6g,Raymond La,The OPTIMAL ORDER For Investing Your Money In Australia,There is an optimal order for investing your money in Australia. This is the best video for beginner investors on how they should ...,2024-05-27 07:55:42+00:00,76041,1723,98,False,0,The OPTIMAL ORDER For Investing Your Money In Australia,There is an optimal order for investing your money in Australia. This is the best video for beginner investors on how they should .,2024-05-27,2024-05-27,0.00785492342566485,-0.0027733407697017043,-0.00487892687686442,7788.2998046875
-blYBbYpwbI,UCOYBaRNdosHLQvIZc1DNHDg,Invest With Queenie,How I’d invest if I was starting over 📈💸,"If I had to start over with investing, here's exactly how I'd do it ‍   Investing is as easy as buying something on your phone!",2025-01-07 07:19:22+00:00,7588,186,7,False,0,How Id invest if I was starting over,"If I had to start over with investing, here's exactly how I'd do it Investing is as easy as buying something on your phone!",2025-01-07,2025-01-07,-0.00041025404174455105,0.007724710989301942,-0.00421416043730749,8285.099609375
taNcgnPILCA,UC6_HYRP3E1KpJVg3ra7p3gQ,Bryan Invest,How To Not Be Poor Forever in Australia 2026,"In this video, I'll show you 5 steps you can take this year to stop being poor, escape the pay cheque to pay cheque cycle, and build ...",2025-10-23 08:01:00+00:00,58338,1628,148,False,0,How To Not Be Poor Forever in Australia 2026,"In this video, I'll show you 5 steps you can take this year to stop being poor, escape the pay cheque to pay cheque cycle, and build .",2025-10-23,2025-10-23,0.0003100558900885897,-0.0015277438873757543,-0.004759442912027678,9032.7998046875
rHTKx07Ze18,UC5f8fQrkPzswdEwp55__peQ,Equity Mates,Top Australian Financial Advisor&#39;s Advice To His Younger Self,"Charlie Viola is a Partner at Pitcher Partners, providing financial advisory and wealth services to high net worth and ultra-high net ...",2024-06-03 02:04:47+00:00,5168,50,0,False,0,Top Australian Financial Advisor&#39;s Advice To His Younger Self,"Charlie Viola is a Partner at Pitcher Partners, providing financial advisory and wealth services to high net worth and ultra-high net .",2024-06-03,2024-06-03,0.007699573234958068,-0.003079487481477905,0.006796216332539684,7761.0
bVusGxIzoTo,UC6_HYRP3E1KpJVg3ra7p3gQ,Bryan Invest,The 7 SECRET STEPS To Achieve Financial Independence &amp; Retire Early (FIRE) in Australia 2026,"In this video, I'm going to show you 7 simple steps to follow if you would like to achieve financial independence and retire early in ...",2025-04-11 09:34:17+00:00,33236,751,88,False,0,The 7 SECRET STEPS To Achieve Financial Independence &amp; Retire Early (FIRE) in Australia 2026,"In this video, I'm going to show you 7 simple steps to follow if you would like to achieve financial independence and retire early in .",2025-04-11,2025-04-11,-0.00818461358007827,0.013352526993559044,-0.00036078344928103245,7646.5
UEGb82bOUp4,UC6_HYRP3E1KpJVg3ra7p3gQ,Bryan Invest,"If I Started Investing In 2026, This Is What I Would Do (Aussie Edition)","If I were starting to invest in Australia in 2026, knowing everything I know now, this is exactly what I would do — step by step.",2025-12-29 07:00:25+00:00,116198,2387,355,False,0,"If I Started Investing In 2026, This Is What I Would Do (Aussie Edition)","If I were starting to invest in Australia in 2026, knowing everything I know now, this is exactly what I would do step by step.",2025-12-29,2025-12-29,-0.004222442760256961,-0.0009856614076794168,,8725.7001953125
V3RizR2-zCc,UCPk2s5c4R_d-EUUNvFFODoA,Gohar Khan,Three Levels of Investing,,2025-10-08 23:52:12+00:00,2680067,73913,561,False,0,Three Levels of Investing,nan,2025-10-08,2025-10-08,-0.0010271743829403102,0.002481134190363221,-0.008427938520264133,8947.599609375
bNIAi9Sm3rY,UCFBpVaKCC0ajGps1vf0AgBg,Humphrey Yang,"If I Started Investing In 2026, This Is What I Would Do (Full Beginner’s Guide)",In this video I break down everything beginners need to know to start investing. Investing can feel overwhelming when you're just ...,2025-11-28 19:00:42+00:00,1676101,37497,3058,False,0,"If I Started Investing In 2026, This Is What I Would Do (Full Beginners Guide)",In this video I break down everything beginners need to know to start investing. Investing can feel overwhelming when you're just .,2025-11-28,2025-11-28,-0.0005917702132355318,-0.005676671536196443,0.0018065899328822965,8614.099609375
uME3j-dATGA,UC_7HfgK3NI-Z0tf-Ib1d9kw,Steve | Call to Leap,4 ETFs You Will Ever Need,"If you want this list of my favorite ETFs, tag a friend in the comments and I'll send it over! ⚡ Keep Investing Simple with These 4 ...",2025-02-13 00:00:42+00:00,2511740,63963,2169,False,0,4 ETFs You Will Ever Need,"If you want this list of my favorite ETFs, tag a friend in the comments and I'll send it over! Keep Investing Simple with These 4 .",2025-02-13,2025-02-13,0.0005506772368930601,0.001850094225702481,-0.002915634655994759,8540.0
PCWkebBVyPY,UCFBpVaKCC0ajGps1vf0AgBg,Humphrey Yang,"How to Invest Your First $1,000!",,2025-02-08 19:43:44+00:00,538586,21056,369,False,0,"How to Invest Your First $1,000!",nan,2025-02-08,2025-02-08,,-0.0033602679494437737,0.006046653074905706,
QuTz5IcYKg4,UCfmaldKMEUc5qXeIQ7zEBeA,Australian Investment Education,How To Manage Money On An Average Aussie Income,"In this episode of the “Money and Investing” show, Andrew Baxter and Mitchell Olarenshaw explore how to manage money on an ...",2025-12-07 21:00:29+00:00,19291,236,21,False,0,How To Manage Money On An Average Aussie Income,"In this episode of the Money and Investing show, Andrew Baxter and Mitchell Olarenshaw explore how to manage money on an .",2025-12-07,2025-12-07,,-0.0011812034386546877,-0.0007570551374084245,
y5WIHkSAx70,UC7eBNeDW1GQf2NJQ6G6gAxw,The Ramsey Show Highlights,Dave Ramsey Only Has 3 Investments,Start eliminating debt for free with EveryDollar - https://ter.li/3w6nto Have a question for the show? Call 888-825-5225 ...,2024-06-17 15:00:51+00:00,4927887,106282,2220,False,0,Dave Ramsey Only Has 3 Investments,Start eliminating debt for free with EveryDollar - Have a question for the show? Call 888-825-5225 .,2024-06-17,2024-06-17,-0.003107077742559361,0.010103540763619412,-3.864923500285222e-05,7700.2998046875
gSP9UDEzlZo,UCxvVvF_KzKLiGLQ2-MvU0KQ,ausbiz,the COB: banking boost | 15.11.24,"The local market extended Thursday's gains to finish the week higher, despite weakness on Wall Street. The S&P/ASX 200 added ...",2024-11-15 05:42:28+00:00,224,6,0,False,0,the COB: banking boost | 15.11.24,"The local market extended Thursday's gains to finish the week higher, despite weakness on Wall Street. The S&P/ASX 200 added .",2024-11-15,2024-11-15,0.007441657990333139,0.0018104571581125661,-0.005696225855326031,8285.2001953125
3HRJx2UOPso,UCb4xZco_kCP1jumVx2BdYXA,InvestLust_com,Which Australia 🇦🇺 stocks are there? [November 2024],Which Australia stocks are there? [November 2024] #dividends #finance#passiveincome #exchange #invest #stock #share ...,2024-11-29 17:20:48+00:00,148,0,0,False,0,Which Australia stocks are there? [November 2024],Which Australia stocks are there? [November 2024] #dividends #finance#passiveincome #exchange #invest #stock #share .,2024-11-29,2024-11-29,-0.000959180697315376,0.0013869034685782822,-0.003837530039078829,8436.2001953125
u7O8vkCENv0,UCKWDscRjYFTD1KHsmow4-bQ,Walk The World,🚀 Commonwealth Bank Closes In On BHP To Become Australia&#39;s Most Valuable Company! 💰,In early trading Commonwealth Bank reset a record high above $128 before paring some gains back to close largely unchanged ...,2024-06-22 15:06:23+00:00,2103,49,1,False,0,Commonwealth Bank Closes In On BHP To Become Australia&#39;s Most Valuable Company!,In early trading Commonwealth Bank reset a record high above $128 before paring some gains back to close largely unchanged .,2024-06-22,2024-06-22,,-0.007991252525333503,-0.007118411756622756,
4PHo_iwBcXI,UC6_HYRP3E1KpJVg3ra7p3gQ,Bryan Invest,How To Set Up Your Dividends in Australia 2026 | (Dividend Reinvestment Plan) DRP,"In this video, I'm going to show you how to set up your dividends after buying your stock. Whether you want to set up the bank ...",2024-05-03 09:00:06+00:00,21840,665,162,False,0,How To Set Up Your Dividends in Australia 2026 | (Dividend Reinvestment Plan) DRP,"In this video, I'm going to show you how to set up your dividends after buying your stock. Whether you want to set up the bank .",2024-05-03,2024-05-03,0.005535784895215556,0.006999593963002981,0.001437156992954769,7629.0
XTE_EdVcMaQ,UCxvVvF_KzKLiGLQ2-MvU0KQ,ausbiz,the COB: record reset | 15.10.24,The S&P/ ASX200 set yet another record during Tuesday's trade reaching 8331.7 points mid-session. It finished the day up 0.79% ...,2024-10-15 05:59:26+00:00,245,4,1,False,0,the COB: record reset | 15.10.24,The S&P/ ASX200 set yet another record during Tuesday's trade reaching 8331.7 points mid-session. It finished the day up 0.79% .,2024-10-15,2024-10-15,0.00794888855782494,-0.0040512831469955435,-0.00870046217808762,8318.400390625
rWKyJVTxPZQ,UC-yECzkTTLlFK29DrZx2SvA,RETIRE SAVY,Top Dividend Stocks for a Secure Retirement Income in Australia!,"""Worried about your retirement savings? Learn how dividend stocks can provide a steady income stream to secure your financial ...",2024-11-22 22:00:36+00:00,20,0,0,False,0,Top Dividend Stocks for a Secure Retirement Income in Australia!,"""Worried about your retirement savings? Learn how dividend stocks can provide a steady income stream to secure your financial .",2024-11-22,2024-11-22,0.00850652465306978,0.002835402945184473,0.005658277206167295,8393.7998046875
tCTsBf5WG8s,UCVgO39Bk5sMo66-6o6Spn6Q,ABC News (Australia),"Aus shares steady, AUD dips: Alan Kohler breaks down MYEFO | Finance Report","The Australian share market closed flat, as CSL and BHP made gains despite falls in commodity prices. The Australian dollar has ...",2024-12-18 07:43:03+00:00,28079,326,0,False,0,"Aus shares steady, AUD dips: Alan Kohler breaks down MYEFO | Finance Report","The Australian share market closed flat, as CSL and BHP made gains despite falls in commodity prices. The Australian dollar has .",2024-12-18,2024-12-18,-0.0005532366339908723,-0.016992826037340536,0.01668521251704469,8309.400390625
fZ0nOKZTIus,UCXZlK6gSJ_kXhDQpZa_LQtQ,Wealth Within,"Buy or Sell Top Stocks WES, BHP and CBA in May? Plus, Top 10 Trading Secrets",Exclusive EOFY offer ends June 30th: ...,2024-05-07 10:14:26+00:00,6715,209,20,False,0,"Buy or Sell Top Stocks WES, BHP and CBA in May? Plus, Top 10 Trading Secrets",Exclusive EOFY offer ends June 30th: .,2024-05-07,2024-05-07,0.014435580515655966,0.001437156992954769,0.003548474668102264,7793.2998046875
_FB5OdWUXzQ,UC7N0NPq6REt_F7HOQOGgC9Q,Finer Market Points,Will 2024 be the Tale of Two Halves? | ASX S&amp;P500 NASDAQ BHP CBA INA BPT BOW BMN,Looking ahead for 2024 Gary Glover review his standard cycles to determine his blueprint to see choppy months ahead.,2024-01-09 05:00:25+00:00,1855,91,12,False,0,Will 2024 be the Tale of Two Halves? | ASX S&amp;P500 NASDAQ BHP CBA INA BPT BOW BMN,Looking ahead for 2024 Gary Glover review his standard cycles to determine his blueprint to see choppy months ahead.,2024-01-09,2024-01-09,0.009259880560960942,-0.00691443388072599,-0.0010258720107247932,7520.5
ftD5ruBSo6s,UCxvVvF_KzKLiGLQ2-MvU0KQ,ausbiz,the COB: record retreat | 01.10.24,Investors hit the sell button to begin the new quarter. The losses gathered pace across the session with the S&P/ASX200 finishing ...,2024-10-01 06:40:04+00:00,425,14,1,False,0,the COB: record retreat | 01.10.24,Investors hit the sell button to begin the new quarter. The losses gathered pace across the session with the S&P/ASX200 finishing .,2024-10-01,2024-10-01,-0.00736407355689328,-0.0013034870449543101,-0.006727464778255476,8208.900390625
e_bSKJdlwcs,UCHOHJ0Ol9Ehw793QnychJoQ,Ricardo Goncalves,BHP and CBA battle for top spot as Guzman Y Gomez rips into market | SBS On the Money,SBS Finance Editor Ricardo Gonçalves speaks with Morgans Private Client Adviser Dianne Colledge about the day's sharemarket ...,2024-06-21 07:29:04+00:00,47,4,0,False,0,BHP and CBA battle for top spot as Guzman Y Gomez rips into market | SBS On the Money,SBS Finance Editor Ricardo Gonalves speaks with Morgans Private Client Adviser Dianne Colledge about the day's sharemarket .,2024-06-21,2024-06-21,0.0034237004132360305,-0.007991252525333503,-0.007118411756622756,7796.0
ZSGlrMEvxmA,UCxvVvF_KzKLiGLQ2-MvU0KQ,ausbiz,the COB - 07.03.24,"Tech shares led the Aussie market higher today, following moves on Wall Street after US Fed Chair Jerome Powell confirmed the ...",2024-03-07 06:29:45+00:00,321,10,1,False,0,the COB - 07.03.24,"Tech shares led the Aussie market higher today, following moves on Wall Street after US Fed Chair Jerome Powell confirmed the .",2024-03-07,2024-03-07,0.0039051135077907695,0.010729394823591143,0.0010773090622113735,7763.7001953125
cLFf8m6Ym74,UCCqqvuhldqUbRrvfek50N9w,Kalkine Media,Australian Sharemarket Drops 1.7%   Biggest Fall in Over Six Weeks | ASX 200 Index Update,"The Australian sharemarket experienced its sharpest fall in more than six weeks, with the S&P/ASX 200 Index dropping 1.7%, ...",2024-10-23 08:17:50+00:00,387,7,0,False,0,Australian Sharemarket Drops 1.7% Biggest Fall in Over Six Weeks | ASX 200 Index Update,"The Australian sharemarket experienced its sharpest fall in more than six weeks, with the S&P/ASX 200 Index dropping 1.7%, .",2024-10-23,2024-10-23,0.0012552011945774488,-0.0011806469465067693,0.001242214455094759,8216.0
aRdrdtvEAcY,UCxvVvF_KzKLiGLQ2-MvU0KQ,ausbiz,the COB - 09.07.24,"Consumer sentiment may have slipped, but investor sentiment bounced back today, taking the S&P/ASX200 0.84% higher to ...",2024-07-09 06:57:48+00:00,328,8,1,False,0,the COB - 09.07.24,"Consumer sentiment may have slipped, but investor sentiment bounced back today, taking the S&P/ASX200 0.84% higher to .",2024-07-09,2024-07-09,0.008566055019443297,-0.0016476225529967747,0.008834377683091477,7829.7001953125
QFS2gygvVGg,UC-yECzkTTLlFK29DrZx2SvA,RETIRE SAVY,Top Dividend Stocks for a Secure Retirement Income in Australia!,"Are you worried about how to ensure your retirement savings last? In this video, we explore the best dividend stocks that can ...",2024-11-13 04:00:06+00:00,9,0,0,False,0,Top Dividend Stocks for a Secure Retirement Income in Australia!,"Are you worried about how to ensure your retirement savings last? In this video, we explore the best dividend stocks that can .",2024-11-13,2024-11-13,-0.0075341854853725465,0.0037346654522110168,0.0018104571581125661,8193.400390625
_NQBAVOOqJk,UC5f8fQrkPzswdEwp55__peQ,Equity Mates,"Expert Advice on Improving Australian Stock Portfolio, Grandma&#39;s Portfolio Gets a Makeover!","In this episode of the Equity Mates Investing Podcast, Bryce and Alec are joined by investment expert Luke Laretive from Seneca ...",2024-07-20 02:13:37+00:00,2406,50,0,False,0,"Expert Advice on Improving Australian Stock Portfolio, Grandma&#39;s Portfolio Gets a Makeover!","In this episode of the Equity Mates Investing Podcast, Bryce and Alec are joined by investment expert Luke Laretive from Seneca .",2024-07-20,2024-07-20,,-0.005005256392061286,-0.0009283414149980906,
1NGutMnEs3Y,UCO0akufu9MOzyz3nvGIXAAw,Sky News Australia,ASX 200 ends the day down by 0.36 per cent on Tuesday,"The ASX 200 ended the day down by 0.36 per cent on Tuesday. Iron ore shares, including BHP, Rio Tinto, and Fortescue ...",2024-12-10 06:17:47+00:00,387,8,0,False,0,ASX 200 ends the day down by 0.36 per cent on Tuesday,"The ASX 200 ended the day down by 0.36 per cent on Tuesday. Iron ore shares, including BHP, Rio Tinto, and Fortescue .",2024-12-10,2024-12-10,-0.0035616763623411707,-0.00469443472238773,-0.004117475420056249,8393.0
vro5acVCJlY,UCxvVvF_KzKLiGLQ2-MvU0KQ,ausbiz,the COB: dividend drags | 03.09.24,"Another day, another all time high for CBA shares, however, enthusiasm for the nation's biggest bank stood in contrast to ...",2024-09-03 06:41:20+00:00,400,11,15,False,0,the COB: dividend drags | 03.09.24,"Another day, another all time high for CBA shares, however, enthusiasm for the nation's biggest bank stood in contrast to .",2024-09-03,2024-09-03,-0.0008261146391355112,-0.018844430796715717,0.0038835438438631353,8103.2001953125
61z_J2Bc5t0,UCxvVvF_KzKLiGLQ2-MvU0KQ,ausbiz,the COB - 12.07.24,It was a day of records on the local market. Softer than expected US inflation data firmed bets of a September rate cut and sparked ...,2024-07-15 07:34:42+00:00,136,2,1,False,0,the COB - 12.07.24,It was a day of records on the local market. Softer than expected US inflation data firmed bets of a September rate cut and sparked .,2024-07-15,2024-07-15,0.0073248017287168565,-0.0022825150600988,-0.0026557667137966368,8017.60009765625
